Overall,Finishing,Wage,Potential,Reactions,Weight,Value,Age,BallControl,Dribbling,Stamina,Vision,Preferred Foot,Height
54,61,€4K,73,48,150lbs,€140K,18,47,47,50,46,Right,5'10
73,69,€40K,73,77,148lbs,€2.9M,27,74,68,84,69,Right,5'7
63,24,€1K,63,46,163lbs,€240K,30,61,61,74,40,Right,5'9
62,34,€1K,70,67,154lbs,€300K,18,62,58,65,52,Right,5'10
73,24,€8K,73,68,194lbs,€0,36,59,52,59,58,Left,6'2
67,45,€10K,74,56,159lbs,€875K,21,62,32,72,47,Right,5'11
52,57,€500,67,52,159lbs,€100K,18,46,40,56,47,Right,5'9
71,70,€50K,85,64,181lbs,€3.6M,20,72,67,79,66,Right,6'3
74,64,€40K,74,65,176lbs,€3.2M,29,80,80,72,64,Right,6'1
60,35,€1K,60,62,168lbs,€190K,26,68,65,66,42,Right,6'0
73,74,€20K,80,68,168lbs,€4.2M,20,68,63,68,50,Right,6'4
71,66,€7K,78,58,143lbs,€2.3M,20,78,75,59,63,Right,5'7
69,73,€15K,69,60,198lbs,€675K,33,65,59,68,60,Left,6'1
67,69,€6K,74,50,181lbs,€1M,23,61,61,65,39,Left,6'1
67,25,€7K,72,69,190lbs,€825K,23,58,29,64,31,Left,6'2
71,68,€15K,71,67,161lbs,€1.7M,27,71,67,69,60,Left,6'1
64,7,€3K,74,61,185lbs,€550K,19,13,11,31,27,Right,6'3
58,44,€1K,70,43,154lbs,€220K,19,65,58,48,57,Right,5'10
56,37,€4K,61,55,176lbs,€120K,23,55,43,62,38,Right,6'0
68,65,€10K,69,70,148lbs,€1M,26,61,64,76,55,Right,5'8
71,71,€10K,74,69,181lbs,€2.1M,24,65,67,73,53,Right,6'2
62,20,€0,77,63,185lbs,€0,18,24,14,39,52,Right,5'9
59,24,€500,59,50,174lbs,€110K,30,52,41,66,38,Right,5'11
75,56,€5K,75,76,150lbs,€425K,37,84,80,54,83,Left,5'6
64,33,€3K,64,56,168lbs,€300K,30,62,46,76,47,Right,6'1
56,58,€1K,67,50,168lbs,€180K,21,55,43,52,43,Right,6'1
73,68,€10K,76,68,134lbs,€3.7M,24,73,74,77,57,Right,5'5
75,60,€40K,75,72,163lbs,€2.3M,32,68,64,80,64,Right,5'10
65,57,€4K,66,50,170lbs,€600K,25,64,67,68,64,Left,5'11
62,43,€2K,74,58,159lbs,€425K,18,59,61,79,60,Right,5'7
65,17,€3K,65,68,174lbs,€425K,31,23,15,38,36,Right,6'0
83,79,€100K,83,75,163lbs,€22.5M,29,86,91,71,80,Left,5'10
58,35,€3K,58,54,152lbs,€110K,28,53,54,65,43,Right,5'9
69,56,€10K,69,66,190lbs,€1M,28,71,72,75,74,Right,6'0
58,57,€5K,70,56,154lbs,€240K,20,56,57,58,57,Left,5'9
67,38,€8K,67,64,179lbs,€525K,30,61,51,70,58,Left,6'1
67,19,€5K,73,59,185lbs,€850K,23,52,50,84,33,Left,6'0
72,68,€20K,77,61,150lbs,€2.9M,24,73,77,79,64,Right,5'10
63,55,€2K,63,68,170lbs,€275K,25,66,68,70,61,Right,5'10
64,64,€3K,73,58,163lbs,€650K,20,64,66,66,56,Right,5'11
70,68,€10K,70,70,163lbs,€875K,33,73,73,70,75,Right,5'11
57,34,€3K,71,58,139lbs,€230K,18,55,64,63,35,Left,5'9
67,54,€5K,67,70,154lbs,€400K,32,65,69,61,57,Right,5'8
73,68,€9K,74,72,154lbs,€3.5M,24,74,76,68,66,Right,5'11
58,55,€2K,59,40,165lbs,€160K,24,57,63,55,53,Right,5'11
76,66,€20K,76,72,157lbs,€4.7M,30,81,82,64,68,Right,5'10
62,49,€4K,62,61,163lbs,€250K,30,60,57,78,64,Right,6'0
81,55,€60K,83,76,198lbs,€16M,27,67,42,78,49,Right,6'2
62,40,€1K,72,58,146lbs,€425K,19,63,60,64,64,Right,5'9
54,18,€2K,59,51,152lbs,€80K,24,16,18,35,41,Right,5'10
71,39,€8K,75,69,161lbs,€1.8M,23,64,70,79,64,Right,5'10
60,6,€500,68,56,176lbs,€240K,21,12,9,23,60,Left,5'11
61,43,€5K,61,66,148lbs,€230K,27,57,62,78,48,Right,5'9
75,37,€40K,80,72,194lbs,€4.7M,24,62,58,70,45,Right,6'4
65,26,€5K,66,61,154lbs,€500K,26,57,62,72,47,Right,5'9
52,43,€500,76,39,150lbs,€100K,16,49,53,68,48,Left,5'7
69,66,€6K,78,69,176lbs,€1.6M,21,73,75,64,63,Right,6'0
67,17,€20K,85,61,203lbs,€1.3M,18,56,44,65,41,Right,6'0
78,64,€50K,78,77,148lbs,€8.5M,26,80,79,73,77,Right,5'9
77,66,€10K,78,78,152lbs,€8M,24,78,81,75,57,Left,5'10
62,25,€4K,62,61,165lbs,€160K,32,51,23,40,38,Left,6'0
70,33,€10K,70,68,152lbs,€375K,34,75,67,71,59,Right,5'8
72,21,€4K,72,65,176lbs,€1.7M,28,55,48,70,30,Left,6'2
66,70,€6K,66,67,172lbs,€600K,29,62,55,71,59,Right,6'2
59,60,€500,68,57,203lbs,€220K,19,58,56,62,43,Right,6'2
65,61,€7K,71,48,161lbs,€725K,23,67,68,48,48,Right,5'8
56,42,€3K,66,36,143lbs,€150K,19,62,67,31,49,Right,5'7
71,31,€15K,71,77,148lbs,€1.7M,25,79,66,67,73,Right,5'10
79,72,€80K,85,70,132lbs,€14M,22,86,87,67,73,Right,5'7
70,19,€6K,70,63,192lbs,€1.2M,28,21,11,35,31,Right,6'6
63,59,€2K,63,57,157lbs,€350K,27,60,63,72,54,Right,5'11
69,69,€7K,72,65,185lbs,€1.3M,24,66,67,70,57,Right,6'1
63,56,€4K,65,52,154lbs,€400K,24,63,60,72,63,Right,5'7
77,6,€10K,89,64,181lbs,€9M,17,10,14,40,45,Right,6'4
65,33,€1K,70,63,161lbs,€700K,23,64,60,84,62,Right,5'10
72,14,€5K,72,71,185lbs,€950K,36,23,14,36,36,Right,6'1
68,51,€4K,80,71,137lbs,€1.4M,19,64,71,47,69,Left,5'7
77,50,€0,77,74,198lbs,€0,32,67,65,86,67,Left,6'3
66,25,€3K,69,56,154lbs,€625K,25,54,74,59,40,Left,5'9
62,70,€4K,64,71,163lbs,€350K,24,65,63,69,41,Right,5'11
70,55,€8K,76,65,150lbs,€1.6M,19,73,75,76,70,Right,5'8
60,31,€2K,69,54,152lbs,€250K,21,65,55,62,50,Right,5'9
67,63,€9K,68,65,163lbs,€850K,26,66,64,73,58,Right,5'10
65,32,€4K,65,63,159lbs,€425K,27,60,55,72,60,Left,5'11
74,42,€7K,74,76,168lbs,€2.5M,29,72,61,87,61,Right,6'0
69,62,€3K,76,63,143lbs,€1.4M,22,68,70,55,69,Left,5'8
68,24,€10K,73,68,170lbs,€975K,22,64,60,88,40,Right,6'1
55,9,€2K,66,55,172lbs,€130K,20,25,15,40,50,Right,6'0
56,44,€2K,78,51,148lbs,€210K,17,56,58,38,49,Right,5'10
73,58,€20K,73,74,148lbs,€2.4M,31,76,68,73,70,Right,5'8
65,65,€5K,75,59,141lbs,€875K,21,63,63,64,51,Right,5'8
53,28,€3K,70,56,154lbs,€110K,18,53,48,64,44,Right,5'9
73,72,€20K,73,66,168lbs,€2.6M,30,75,73,62,75,Right,5'9
76,76,€40K,77,77,163lbs,€6M,25,75,77,75,69,Right,5'11
67,45,€10K,67,64,179lbs,€220K,34,51,47,48,44,Right,6'0
61,28,€2K,69,50,154lbs,€300K,22,56,42,71,38,Left,5'9
78,23,€40K,84,77,170lbs,€10M,23,56,50,63,46,Right,6'0
76,66,€10K,76,80,168lbs,€4.9M,29,80,77,69,82,Right,5'9
68,29,€3K,71,61,168lbs,€925K,24,63,54,74,25,Left,5'11
65,63,€10K,75,55,148lbs,€850K,21,67,69,59,55,Right,5'8
70,57,€20K,70,69,154lbs,€1.4M,27,72,70,70,73,Right,5'9
66,14,€2K,70,62,201lbs,€700K,24,14,18,32,30,Right,6'3
65,59,€4K,68,61,159lbs,€625K,25,61,62,82,66,Right,6'2
66,55,€3K,66,67,170lbs,€500K,27,68,60,73,60,Right,5'11
71,50,€3K,71,70,170lbs,€550K,35,74,66,66,74,Right,5'10
70,57,€4K,76,68,152lbs,€1.8M,22,67,73,75,69,Left,5'10
78,56,€40K,83,76,179lbs,€9.5M,24,76,74,84,64,Right,6'0
65,58,€2K,79,62,154lbs,€1.1M,19,70,70,64,47,Right,5'9
57,10,€1K,57,37,174lbs,€100K,30,18,10,35,29,Right,6'2
52,8,€2K,65,44,152lbs,€80K,19,12,7,25,55,Right,6'3
72,73,€20K,85,70,181lbs,€3.6M,18,67,64,71,60,Right,6'3
75,12,€15K,75,73,205lbs,€1.8M,36,15,14,26,58,Right,6'3
72,23,€20K,72,63,165lbs,€1.7M,27,59,33,60,51,Right,6'2
73,66,€30K,86,70,154lbs,€4.7M,18,80,78,69,66,Right,5'9
68,70,€7K,75,59,198lbs,€1.2M,20,64,60,64,55,Left,6'4
55,51,€1K,62,41,157lbs,€110K,19,52,55,49,45,Left,6'0
77,68,€70K,78,82,137lbs,€8M,26,77,75,86,72,Right,5'6
67,8,€2K,67,70,198lbs,€475K,34,22,12,34,32,Right,6'3
67,54,€5K,70,63,143lbs,€900K,24,67,69,48,65,Right,5'7
61,63,€2K,72,59,168lbs,€375K,20,60,63,63,62,Left,5'8
64,23,€3K,70,56,165lbs,€500K,20,52,38,62,30,Right,6'1
67,45,€5K,76,65,132lbs,€1.1M,21,65,64,75,69,Left,5'9
65,50,€2K,70,57,163lbs,€600K,23,68,68,85,63,Left,5'9
68,12,€9K,70,64,187lbs,€850K,26,18,13,25,35,Right,6'3
60,41,€2K,73,49,161lbs,€325K,19,67,67,53,57,Left,6'0
65,37,€5K,74,62,176lbs,€700K,21,63,64,66,40,Right,6'0
57,16,€1K,62,47,201lbs,€130K,25,15,18,42,47,Right,6'4
66,58,€4K,67,62,163lbs,€575K,26,64,61,77,58,Left,6'0
68,45,€5K,72,59,165lbs,€950K,21,62,64,70,41,Right,5'11
68,56,€20K,68,71,165lbs,€250K,34,60,65,67,45,Left,5'10
48,31,€500,66,44,150lbs,€60K,18,48,47,57,43,Right,5'11
69,54,€10K,69,69,187lbs,€950K,29,70,61,79,65,Left,6'2
52,41,€1K,67,41,143lbs,€90K,16,52,58,49,43,Right,5'9
60,29,€1K,60,53,168lbs,€130K,30,44,33,73,28,Right,6'0
72,38,€10K,72,67,179lbs,€350K,35,62,47,70,57,Left,6'2
64,12,€2K,66,60,190lbs,€425K,26,51,45,42,46,Left,6'5
70,27,€8K,70,64,174lbs,€1.1M,28,57,38,64,45,Right,5'10
74,42,€40K,78,62,179lbs,€3.8M,23,54,45,59,37,Right,6'3
71,71,€1K,78,65,168lbs,€2.4M,21,71,73,69,61,Right,5'11
61,21,€1K,71,57,161lbs,€325K,20,20,21,34,18,Right,6'1
71,64,€6K,71,70,146lbs,€1.6M,27,72,73,84,71,Right,5'8
75,75,€60K,76,77,170lbs,€4.8M,26,78,81,76,73,Right,5'9
68,56,€6K,68,63,150lbs,€775K,30,66,68,78,67,Right,5'10
49,48,€2K,55,36,165lbs,€45K,22,52,49,40,46,Right,6'2
70,55,€20K,70,76,157lbs,€750K,32,73,73,68,64,Left,5'10
69,38,€6K,82,67,194lbs,€1.7M,18,70,67,79,66,Right,6'3
68,62,€4K,68,65,163lbs,€650K,32,67,65,62,68,Left,5'9
76,80,€60K,77,72,152lbs,€6M,26,77,75,75,61,Left,5'10
70,59,€10K,71,65,146lbs,€1.6M,25,76,75,69,58,Right,5'10
60,50,€1K,71,59,179lbs,€300K,19,64,61,52,63,Right,6'3
69,57,€10K,75,67,165lbs,€1.4M,22,73,75,63,68,Left,5'9
69,71,€4K,74,60,185lbs,€1.4M,24,70,76,69,69,Right,6'1
65,46,€2K,65,67,165lbs,€525K,27,63,58,82,65,Left,5'11
63,63,€2K,64,66,172lbs,€375K,25,69,70,46,66,Right,5'7
61,44,€1K,78,54,146lbs,€425K,17,64,64,65,58,Left,5'9
69,64,€5K,75,61,154lbs,€1.4M,22,68,71,72,70,Right,5'8
78,76,€30K,78,77,201lbs,€8.5M,27,82,86,75,66,Right,6'3
71,27,€10K,77,71,165lbs,€1.9M,23,57,48,91,65,Right,5'10
77,34,€50K,83,70,183lbs,€8M,24,65,50,68,59,Right,6'1
64,59,€3K,79,54,168lbs,€950K,20,65,66,69,61,Left,6'1
56,13,€3K,61,48,192lbs,€120K,23,19,18,38,30,Right,6'3
70,32,€8K,70,62,196lbs,€230K,35,54,47,34,50,Right,6'3
64,63,€4K,73,57,152lbs,€600K,19,62,67,59,59,Right,5'10
72,28,€15K,72,75,183lbs,€1.2M,32,57,35,68,57,Right,6'3
70,63,€8K,76,64,165lbs,€1.8M,23,69,75,82,64,Right,5'11
67,50,€500,69,60,168lbs,€750K,24,66,58,60,45,Right,6'0
68,65,€5K,74,75,161lbs,€1.2M,22,66,66,79,68,Right,6'0
67,62,€4K,68,60,159lbs,€850K,24,70,74,66,58,Right,5'9
62,58,€3K,65,62,123lbs,€350K,24,61,66,70,47,Right,5'3
63,26,€4K,70,53,157lbs,€400K,23,61,58,74,32,Right,5'10
48,28,€500,62,46,170lbs,€60K,19,33,51,57,37,Right,5'11
62,38,€1K,73,59,159lbs,€375K,19,65,65,64,63,Right,5'10
56,29,€2K,67,57,143lbs,€130K,18,51,47,63,33,Right,5'10
69,40,€10K,74,60,159lbs,€1.1M,24,68,65,77,52,Left,6'1
61,46,€2K,67,56,137lbs,€300K,23,68,66,56,64,Left,5'7
60,45,€2K,61,59,185lbs,€210K,26,64,66,66,39,Right,6'1
67,33,€5K,71,62,161lbs,€800K,24,62,61,67,39,Left,5'11
65,64,€3K,65,54,176lbs,€500K,29,66,65,72,64,Right,5'10
71,41,€4K,71,67,185lbs,€1.2M,29,70,56,76,62,Right,6'0
76,36,€20K,76,76,176lbs,€3.4M,31,61,22,79,59,Right,6'1
67,56,€10K,67,69,159lbs,€800K,24,72,73,75,49,Left,5'10
70,16,€6K,72,67,176lbs,€1.3M,25,58,45,51,45,Left,6'2
64,56,€5K,64,64,165lbs,€400K,29,66,59,90,64,Right,6'1
58,60,€500,73,50,154lbs,€275K,18,54,60,58,49,Right,6'1
74,56,€20K,76,61,181lbs,€3.5M,24,76,77,81,51,Left,6'0
78,65,€50K,79,75,176lbs,€8M,27,76,71,84,65,Right,6'2
75,66,€5K,75,76,165lbs,€3.8M,30,75,72,73,78,Right,5'10
60,61,€1K,72,44,148lbs,€300K,18,62,65,52,50,Right,6'0
58,29,€1K,67,49,172lbs,€180K,21,49,35,61,31,Right,6'0
61,62,€2K,70,62,163lbs,€325K,19,63,62,74,52,Left,6'0
72,43,€20K,76,62,183lbs,€2.3M,25,56,44,56,52,Left,6'1
67,24,€6K,67,63,159lbs,€550K,28,58,60,64,36,Left,5'10
66,54,€5K,66,52,163lbs,€700K,24,71,63,54,76,Right,5'10
58,30,€500,63,57,170lbs,€150K,23,51,39,69,37,Left,5'11
65,50,€5K,72,61,179lbs,€625K,22,68,66,67,52,Left,5'10
74,51,€50K,74,70,161lbs,€2.5M,32,75,76,69,74,Right,5'10
64,23,€6K,73,58,183lbs,€575K,23,50,43,60,34,Right,6'2
67,67,€1K,78,65,159lbs,€1.1M,19,64,71,89,67,Right,5'8
63,51,€2K,63,67,165lbs,€275K,28,62,49,76,68,Right,5'9
65,37,€5K,69,63,146lbs,€575K,23,63,59,73,56,Right,5'10
67,36,€10K,68,63,172lbs,€700K,25,66,63,75,55,Left,6'0
53,34,€1K,70,49,148lbs,€110K,18,60,55,62,49,Right,5'11
66,17,€2K,70,65,176lbs,€700K,23,45,51,62,36,Right,5'10
62,52,€500,76,53,154lbs,€575K,19,55,63,73,58,Right,5'9
78,35,€2K,78,66,185lbs,€6.5M,28,65,52,60,42,Right,6'2
63,14,€500,83,62,181lbs,€575K,16,22,19,27,38,Right,6'2
66,66,€3K,71,62,190lbs,€850K,23,69,65,63,50,Right,6'4
68,57,€8K,72,57,150lbs,€1.1M,23,75,76,63,64,Left,5'9
63,45,€3K,63,56,172lbs,€250K,29,52,60,83,49,Left,5'10
67,46,€5K,67,67,163lbs,€525K,30,47,42,69,51,Right,5'10
69,45,€4K,74,67,174lbs,€1.2M,24,65,61,71,66,Left,6'0
70,18,€7K,70,57,157lbs,€875K,34,17,13,31,38,Right,5'11
49,31,€1K,49,45,143lbs,€20K,33,42,44,76,42,Right,5'8
68,27,€5K,69,65,170lbs,€825K,25,66,64,71,56,Right,6'1
61,6,€2K,67,53,181lbs,€275K,23,19,6,17,40,Right,6'2
75,77,€8K,87,68,130lbs,€6.5M,19,74,82,72,67,Right,5'9
66,34,€3K,73,65,159lbs,€875K,20,74,69,66,69,Right,6'2
62,49,€1K,74,63,165lbs,€450K,20,64,62,54,66,Right,5'11
49,35,€1K,75,45,150lbs,€60K,16,49,49,49,46,Left,5'11
64,48,€3K,73,49,176lbs,€575K,20,70,67,55,66,Left,6'2
72,65,€15K,72,67,165lbs,€2M,29,68,72,87,62,Right,5'11
58,60,€1K,65,52,190lbs,€190K,20,56,41,53,44,Right,6'4
63,27,€2K,67,51,165lbs,€375K,24,59,64,80,49,Left,5'9
58,46,€2K,65,48,150lbs,€190K,20,60,62,51,54,Right,5'10
66,62,€3K,71,61,154lbs,€825K,23,65,67,66,66,Left,5'9
68,65,€15K,68,63,198lbs,€850K,29,63,68,68,58,Right,6'3
66,50,€4K,69,63,154lbs,€775K,24,62,67,76,52,Right,5'8
71,44,€8K,74,67,150lbs,€1.8M,22,70,65,80,59,Right,5'9
75,69,€0,75,69,165lbs,€0,37,83,77,67,75,Right,6'0
82,66,€110K,82,80,194lbs,€19M,28,86,86,82,77,Left,6'1
67,53,€10K,71,60,143lbs,€800K,22,66,62,73,57,Right,5'11
61,27,€2K,61,58,165lbs,€180K,27,54,56,68,34,Right,5'11
60,52,€1K,71,53,159lbs,€275K,18,67,63,45,59,Right,5'10
53,21,€3K,62,45,150lbs,€80K,22,34,50,61,39,Left,5'6
69,70,€8K,72,67,143lbs,€1.1M,25,72,70,92,72,Right,5'9
59,30,€1K,68,56,141lbs,€180K,19,40,56,64,32,Left,5'10
62,58,€4K,63,66,181lbs,€325K,24,61,62,75,54,Right,6'3
73,40,€10K,82,69,170lbs,€3.4M,19,73,69,73,52,Left,6'0
64,65,€500,65,53,143lbs,€500K,26,62,64,72,55,Right,5'7
64,62,€3K,64,56,165lbs,€425K,29,65,64,61,59,Right,6'1
61,41,€2K,70,58,172lbs,€300K,20,63,47,55,65,Right,6'2
74,51,€20K,74,76,174lbs,€2.7M,27,73,71,76,69,Left,5'11
71,28,€10K,71,64,190lbs,€1.3M,28,58,48,64,42,Right,6'3
70,54,€6K,70,64,165lbs,€975K,29,66,66,76,57,Right,5'9
65,13,€3K,67,60,176lbs,€500K,27,28,11,36,12,Right,6'1
65,44,€2K,65,60,154lbs,€300K,32,56,48,74,47,Right,5'10
72,39,€6K,85,65,150lbs,€3.3M,19,57,63,92,61,Right,5'6
54,16,€500,74,46,154lbs,€130K,18,42,23,68,26,Right,5'10
65,28,€3K,73,58,154lbs,€675K,22,59,65,76,44,Right,5'9
71,38,€20K,71,66,161lbs,€0,37,52,45,51,39,Left,6'0
59,33,€2K,74,59,150lbs,€275K,17,45,60,62,40,Left,6'1
67,44,€8K,67,64,163lbs,€210K,34,66,62,66,68,Left,5'7
72,44,€8K,73,72,165lbs,€2M,26,70,66,75,60,Right,5'8
78,58,€40K,81,76,148lbs,€8.5M,25,76,75,80,70,Right,5'9
59,14,€500,63,56,165lbs,€170K,23,25,21,56,12,Right,6'2
65,23,€2K,70,55,192lbs,€600K,23,56,53,70,53,Right,6'1
55,36,€2K,69,49,137lbs,€170K,18,53,56,80,44,Right,5'9
66,49,€3K,72,73,154lbs,€850K,23,58,65,70,64,Right,5'11
67,37,€10K,67,68,163lbs,€325K,33,60,56,70,63,Right,6'1
80,73,€50K,80,79,165lbs,€15M,26,83,84,79,81,Right,5'10
54,57,€1K,65,51,157lbs,€120K,19,45,42,68,50,Right,5'10
73,59,€20K,79,65,152lbs,€3.4M,21,72,72,76,64,Right,6'1
63,22,€2K,70,57,119lbs,€400K,21,65,68,66,51,Left,5'5
64,23,€3K,65,62,170lbs,€450K,24,42,26,65,29,Right,6'2
59,49,€1K,59,52,126lbs,€150K,28,57,69,58,52,Right,5'7
70,33,€15K,72,66,181lbs,€1.3M,25,59,52,63,36,Right,6'0
68,48,€7K,68,61,172lbs,€650K,28,67,72,78,66,Left,5'10
72,60,€10K,73,71,174lbs,€2.4M,26,74,68,82,73,Right,6'0
60,64,€500,60,58,181lbs,€200K,27,63,55,64,50,Right,6'0
55,60,€2K,62,47,176lbs,€130K,22,49,47,59,48,Right,6'3
69,61,€4K,69,74,150lbs,€975K,28,65,63,81,72,Right,5'9
63,25,€2K,68,57,154lbs,€375K,23,57,35,63,32,Right,6'0
69,73,€2K,79,59,174lbs,€1.7M,20,67,66,72,67,Right,5'11
66,59,€7K,66,64,174lbs,€600K,28,65,55,79,66,Right,5'11
56,59,€4K,71,48,172lbs,€200K,18,58,61,52,53,Right,6'0
54,57,€500,64,53,168lbs,€100K,19,53,51,48,47,Right,5'11
63,33,€2K,63,58,161lbs,€220K,31,45,41,64,38,Right,6'2
59,53,€1K,68,52,176lbs,€240K,21,59,56,66,48,Right,6'1
70,12,€6K,75,59,198lbs,€1.5M,24,20,20,70,52,Right,6'5
58,35,€1K,66,58,154lbs,€140K,18,53,51,51,42,Right,5'10
62,63,€8K,74,52,143lbs,€500K,21,61,66,68,52,Right,5'9
71,61,€30K,71,68,141lbs,€110K,37,80,80,45,66,Right,5'6
66,61,€3K,66,69,159lbs,€625K,28,61,59,73,59,Right,5'11
55,32,€1K,71,57,134lbs,€170K,18,50,57,56,54,Right,5'8
59,9,€2K,60,47,181lbs,€150K,26,11,8,23,38,Left,6'1
63,39,€2K,75,59,146lbs,€450K,18,55,65,55,36,Right,5'10
58,48,€0,63,50,154lbs,€0,24,61,57,58,55,Right,5'8
55,33,€3K,60,51,148lbs,€100K,23,54,52,57,47,Left,5'11
71,23,€10K,76,67,165lbs,€1.8M,25,58,58,70,28,Left,6'2
65,57,€8K,65,66,179lbs,€425K,31,63,63,73,53,Left,6'4
59,50,€2K,64,56,146lbs,€210K,24,60,57,49,56,Right,5'7
58,56,€500,68,50,168lbs,€200K,19,57,57,73,56,Right,5'10
66,19,€2K,76,62,154lbs,€875K,20,65,64,76,29,Left,6'1
65,20,€3K,72,58,181lbs,€650K,21,50,40,54,25,Right,6'2
72,76,€15K,73,71,174lbs,€2.5M,26,72,71,74,42,Right,5'11
62,20,€500,71,56,170lbs,€325K,19,45,30,54,31,Right,6'0
72,72,€10K,72,68,159lbs,€2.1M,29,75,67,69,78,Right,5'9
65,65,€15K,83,59,172lbs,€1M,18,61,70,58,44,Right,5'9
67,35,€10K,67,55,181lbs,€525K,30,58,54,55,42,Right,6'0
72,64,€15K,72,65,139lbs,€1.4M,33,74,75,62,75,Right,5'6
66,28,€2K,66,57,163lbs,€500K,27,56,54,76,45,Left,6'0
56,52,€500,68,42,163lbs,€160K,18,57,57,59,55,Right,6'0
73,22,€10K,73,73,159lbs,€2.3M,27,64,60,79,38,Right,5'8
67,18,€7K,75,64,176lbs,€925K,20,38,32,73,32,Right,5'11
73,31,€30K,80,62,205lbs,€3.5M,24,56,47,74,32,Right,6'1
62,52,€4K,80,55,143lbs,€550K,18,63,60,47,60,Left,5'8
70,66,€9K,70,73,163lbs,€650K,34,72,74,47,75,Right,5'9
81,71,€50K,84,78,172lbs,€21.5M,24,82,82,76,83,Right,5'10
60,58,€2K,65,52,163lbs,€250K,22,58,60,70,48,Right,5'10
53,35,€500,61,49,154lbs,€80K,19,54,52,63,52,Right,5'10
65,21,€4K,70,51,181lbs,€600K,21,59,32,61,42,Right,6'2
78,13,€30K,78,76,174lbs,€5.5M,31,65,60,55,52,Left,6'0
70,72,€8K,78,66,179lbs,€2M,22,64,60,63,48,Right,6'2
68,49,€7K,68,64,152lbs,€625K,29,66,57,65,49,Left,5'9
66,48,€1K,81,65,157lbs,€1.3M,19,68,65,51,71,Right,5'9
63,32,€3K,63,69,172lbs,€275K,31,64,54,74,54,Right,6'0
54,23,€3K,63,49,181lbs,€100K,22,35,25,50,31,Right,6'2
69,51,€7K,72,67,152lbs,€1.3M,24,71,66,68,68,Left,5'11
71,71,€30K,71,69,185lbs,€875K,34,71,61,68,64,Right,6'2
57,30,€3K,67,52,157lbs,€170K,22,60,57,59,47,Left,6'1
68,24,€15K,68,58,209lbs,€500K,32,44,29,32,42,Left,6'5
65,55,€7K,76,60,194lbs,€800K,22,64,60,55,46,Left,6'1
73,34,€15K,73,73,181lbs,€2.2M,29,64,64,80,59,Right,6'0
70,63,€10K,70,60,139lbs,€1.1M,31,71,72,76,74,Left,5'4
65,11,€3K,71,65,187lbs,€625K,23,28,12,28,37,Right,6'3
63,23,€2K,70,53,174lbs,€400K,22,43,34,71,34,Right,6'2
52,55,€2K,62,53,154lbs,€80K,21,46,52,55,47,Right,5'9
64,58,€4K,67,59,154lbs,€525K,25,65,66,71,64,Left,5'10
54,13,€500,55,45,165lbs,€70K,27,22,16,45,38,Right,6'2
71,62,€8K,71,70,163lbs,€1.6M,28,74,66,74,75,Right,5'10
57,59,€500,60,54,198lbs,€150K,24,51,45,54,51,Right,6'1
66,15,€9K,66,58,196lbs,€475K,32,22,14,41,25,Right,6'2
79,80,€40K,82,69,183lbs,€13M,25,77,76,76,66,Left,6'1
59,55,€500,59,44,121lbs,€170K,26,57,63,62,42,Left,5'7
60,64,€4K,71,58,174lbs,€275K,18,59,54,52,54,Right,6'0
60,48,€4K,60,63,187lbs,€120K,33,62,64,44,58,Right,6'2
66,66,€8K,67,58,190lbs,€775K,24,72,42,40,44,Right,6'2
60,9,€1K,74,46,170lbs,€350K,19,12,5,23,33,Right,6'1
63,15,€3K,71,58,174lbs,€425K,22,19,17,19,13,Right,6'0
70,48,€6K,75,67,150lbs,€1.5M,24,68,65,78,60,Left,5'9
80,80,€60K,84,81,165lbs,€19M,23,81,79,88,80,Left,5'10
71,36,€9K,72,62,176lbs,€1.6M,26,60,36,76,45,Left,6'4
67,47,€7K,67,76,159lbs,€0,37,69,60,44,67,Right,5'9
59,50,€2K,76,54,143lbs,€325K,19,64,62,67,53,Right,5'8
65,49,€3K,65,66,174lbs,€475K,30,63,64,61,72,Right,5'11
69,29,€10K,76,58,176lbs,€1.2M,23,48,55,69,30,Left,6'2
67,64,€9K,73,65,170lbs,€1M,23,67,70,68,65,Right,6'1
76,59,€60K,76,77,150lbs,€5M,28,76,84,64,63,Right,5'9
63,29,€2K,71,63,161lbs,€425K,21,64,58,44,45,Left,6'0
74,69,€20K,77,64,148lbs,€4.2M,24,75,77,82,70,Right,5'10
73,78,€50K,74,73,157lbs,€3.4M,26,70,66,78,67,Right,6'1
67,51,€7K,70,61,159lbs,€750K,25,66,65,73,55,Left,5'11
80,65,€0,80,83,190lbs,€0,28,84,85,71,81,Right,6'1
64,65,€10K,71,56,176lbs,€625K,22,59,64,63,53,Left,6'3
53,29,€500,59,55,152lbs,€70K,19,59,47,64,47,Right,5'10
63,54,€2K,72,60,143lbs,€500K,22,62,59,71,59,Right,5'9
71,60,€15K,72,73,161lbs,€1.5M,26,65,64,85,70,Right,6'0
72,20,€7K,72,72,176lbs,€1.6M,29,50,40,66,45,Right,6'2
64,67,€500,64,67,146lbs,€350K,32,72,74,67,42,Right,5'8
64,55,€2K,73,60,170lbs,€650K,22,61,65,52,65,Right,5'9
83,86,€90K,83,80,185lbs,€22M,30,79,75,72,70,Right,6'4
60,20,€1K,64,56,170lbs,€200K,26,23,14,34,46,Right,6'2
