Overall,Finishing,Wage,Potential,Reactions,Weight,Value,Age,BallControl,Dribbling,Stamina,Vision,PreferredFoot,Height
69,61,35,69,65,14,41,28,69,72,61,61,1,0
69,36,35,71,61,17,41,25,66,65,73,51,1,7
48,47,17,67,50,6,145,18,48,47,53,56,1,7
69,56,31,74,64,21,1,24,65,71,73,52,1,1
68,54,33,68,57,28,138,30,62,55,90,67,1,10
54,8,13,58,48,30,154,25,19,11,24,26,1,13
69,62,35,69,65,11,158,31,71,72,59,67,1,5
64,65,31,64,64,21,118,27,60,59,57,50,0,9
58,61,17,64,40,19,39,22,52,67,44,50,1,0
66,53,31,66,65,9,130,30,67,68,63,66,1,4
53,39,13,67,46,25,18,19,55,52,40,62,1,12
74,75,19,79,71,21,107,23,69,74,85,59,1,9
64,55,25,72,53,20,138,21,68,67,68,52,1,9
57,60,17,66,48,18,39,20,49,52,56,46,1,0
57,50,17,72,52,10,65,19,58,62,50,53,1,0
73,64,2,73,76,15,44,32,76,74,69,74,1,8
65,60,17,74,61,15,155,20,68,71,56,51,1,0
57,55,26,66,57,10,37,21,59,60,58,58,0,8
67,60,25,74,62,21,41,23,71,67,70,70,1,0
74,73,19,76,70,22,103,25,72,73,74,60,1,0
78,22,19,78,72,30,135,28,69,28,61,37,0,13
55,17,17,62,44,24,15,23,18,18,35,41,0,9
72,33,37,79,65,15,46,20,68,67,83,54,1,1
68,53,31,68,64,16,121,32,59,58,82,57,0,8
71,64,33,71,65,21,7,28,68,65,76,56,1,0
52,32,17,62,56,16,145,22,49,55,53,48,1,0
52,11,26,52,50,27,53,36,22,21,37,21,1,0
65,28,22,65,58,31,111,29,40,35,53,31,1,10
64,66,31,81,48,21,157,17,68,69,72,51,1,9
62,45,31,80,55,11,130,16,67,69,57,59,1,7
66,34,25,71,61,18,155,23,68,63,75,63,1,1
68,65,2,68,72,16,157,29,68,66,70,65,1,1
67,50,25,68,66,27,155,26,70,62,73,62,0,11
61,11,13,63,52,20,62,26,19,11,39,29,1,11
70,36,14,78,55,27,7,23,62,59,68,68,0,11
68,55,8,77,61,19,3,20,73,68,68,69,1,8
73,35,8,73,66,25,43,29,63,50,57,44,0,10
62,59,17,62,56,18,68,29,62,58,70,62,1,9
62,22,22,62,54,28,59,28,48,21,45,34,1,12
65,60,22,65,60,22,127,27,66,63,81,59,0,1
73,53,19,73,65,18,43,28,75,70,66,65,1,8
64,58,17,71,56,19,136,21,66,70,56,60,1,1
65,58,25,65,62,21,121,29,67,65,61,66,0,8
67,51,2,67,66,15,56,34,69,66,67,59,1,6
64,15,17,64,54,24,98,28,13,12,24,29,1,9
64,40,22,64,62,28,74,31,61,53,75,54,1,9
71,56,19,76,68,18,9,23,69,74,76,63,0,0
63,21,22,70,58,13,111,22,59,56,70,52,1,0
52,9,13,59,41,29,137,21,11,9,22,35,1,13
65,28,17,76,57,31,153,20,44,32,64,35,1,11
62,23,17,74,51,22,111,19,60,31,60,29,1,11
76,29,27,76,74,33,102,28,61,27,63,50,1,13
77,61,27,77,71,27,87,32,75,73,84,54,0,10
75,50,19,75,74,34,102,27,75,69,79,70,1,10
54,53,13,64,51,21,11,17,53,51,58,49,1,10
72,59,14,72,72,17,7,32,76,71,54,78,1,0
54,7,26,67,37,23,15,18,16,10,26,33,1,9
66,41,17,66,51,31,15,35,61,49,81,61,1,9
83,82,4,87,81,22,90,24,85,87,86,83,1,1
52,9,17,72,39,14,154,17,18,14,24,32,1,8
74,66,2,79,74,24,106,22,76,78,80,72,1,9
65,20,22,68,60,25,132,22,30,16,31,32,1,9
82,64,32,85,80,14,70,24,84,84,82,85,0,7
78,65,14,78,67,9,159,28,85,88,76,74,1,6
63,69,26,72,51,22,127,22,68,63,52,48,1,11
55,39,17,72,41,21,31,19,58,56,64,34,1,10
75,17,2,75,68,35,144,38,23,18,31,49,1,13
60,64,25,74,42,19,98,19,66,68,48,51,1,9
62,36,13,73,48,18,115,20,58,61,83,56,0,8
71,41,35,71,72,13,2,29,67,69,83,55,1,6
77,73,19,82,75,31,160,23,73,75,77,62,1,10
60,60,17,69,57,25,74,21,61,64,55,43,1,11
54,23,22,71,49,22,21,19,39,28,64,32,1,11
66,32,25,66,60,20,118,30,50,38,58,48,1,9
69,46,2,69,64,26,144,30,62,50,84,61,1,10
64,67,17,68,49,35,132,23,65,69,62,59,0,9
81,83,27,81,84,26,35,27,82,78,82,81,1,1
68,40,8,68,63,38,139,29,64,59,70,59,0,12
62,55,17,76,64,18,132,19,66,63,62,71,1,8
60,31,25,70,55,15,68,20,52,53,63,37,1,0
59,38,13,75,48,12,88,16,65,57,47,60,1,7
54,12,13,64,46,32,11,20,16,14,16,32,1,12
68,70,2,68,65,24,144,32,69,66,72,68,1,10
67,35,37,67,53,34,130,29,57,41,73,34,1,12
61,65,17,66,44,32,93,24,63,62,64,40,1,13
65,15,17,67,67,21,125,27,48,21,69,38,1,7
65,42,29,69,69,32,132,25,64,51,67,50,1,12
59,11,13,68,54,27,56,21,15,16,26,30,1,9
68,64,33,68,65,26,158,28,65,69,70,59,1,11
78,14,2,80,75,35,152,25,24,16,36,39,1,10
70,62,19,70,70,7,136,33,71,65,83,71,1,7
72,70,19,73,67,17,45,25,76,81,61,72,1,8
60,54,17,69,58,16,74,21,57,60,65,51,1,0
62,46,29,71,53,11,115,22,68,58,65,61,1,8
65,48,17,65,48,20,118,26,62,62,69,36,0,9
61,53,2,81,61,12,115,17,67,68,45,58,1,8
65,42,17,65,62,22,111,28,63,55,87,51,1,0
56,41,17,56,47,27,11,27,49,53,64,45,0,10
70,56,29,75,67,11,8,24,63,59,82,74,0,8
50,32,13,62,51,20,126,18,49,49,52,45,1,0
62,31,17,68,59,13,93,22,46,39,58,36,1,0
70,12,33,74,72,22,4,26,23,14,54,37,1,9
64,62,22,64,56,25,98,31,66,60,76,67,1,11
73,73,0,73,60,5,0,26,80,74,63,64,1,6
82,12,23,82,75,24,22,34,30,12,34,38,1,9
69,11,2,69,81,27,153,31,13,12,39,15,1,10
65,30,17,72,56,28,139,23,53,33,73,44,1,11
67,38,31,67,58,21,127,29,57,50,89,45,0,10
59,42,17,66,60,19,59,22,59,60,53,58,1,1
54,50,26,72,55,20,24,17,53,51,68,45,1,0
67,52,22,73,60,11,41,23,70,70,71,62,1,6
53,29,13,65,54,15,11,19,53,54,58,50,1,0
75,30,19,76,68,34,84,28,62,60,75,47,1,12
84,56,11,84,79,30,60,29,79,66,77,69,1,11
70,74,33,70,66,16,4,27,69,70,78,49,1,9
77,73,19,77,77,18,151,27,81,78,76,77,0,0
56,40,13,59,50,16,21,24,52,62,70,51,1,1
62,62,13,70,57,13,111,20,60,62,70,49,1,6
70,67,19,73,68,24,7,24,72,76,66,60,0,13
70,69,35,70,64,30,4,28,66,60,57,49,1,11
65,17,29,68,59,18,132,23,45,39,66,33,1,8
71,42,2,82,63,20,78,18,70,57,75,49,0,0
65,67,17,66,60,16,139,24,68,68,62,49,1,8
60,58,17,73,49,19,95,20,64,60,69,63,1,8
63,45,17,63,58,28,27,33,58,52,62,59,1,1
62,66,33,78,58,24,130,17,62,58,54,50,1,9
64,41,22,69,60,17,125,22,58,65,72,51,0,9
65,24,26,65,62,25,111,28,64,60,66,36,1,9
61,35,13,62,59,23,56,27,55,45,67,52,1,1
66,40,17,70,62,25,140,25,55,39,80,61,1,10
64,38,29,73,60,21,132,20,63,47,81,48,1,0
67,13,2,76,60,26,165,21,22,17,36,29,1,11
75,75,8,75,72,11,122,29,76,81,79,71,1,6
60,44,17,66,55,24,68,22,64,61,52,58,1,1
55,8,26,55,54,10,28,38,26,10,16,42,1,0
74,71,8,74,75,18,80,30,78,80,74,66,1,0
51,52,17,60,49,22,145,22,47,47,52,49,1,11
78,69,14,84,80,17,19,20,81,80,59,73,0,0
71,65,37,71,73,28,5,30,73,71,55,75,1,10
69,29,2,73,66,27,1,24,70,72,65,50,0,8
65,32,25,73,56,15,140,20,62,58,69,67,1,1
63,20,17,71,55,29,98,19,40,44,34,29,0,14
71,64,0,71,68,37,0,27,71,58,81,57,0,13
72,38,14,84,68,29,81,20,67,63,77,49,1,11
57,54,25,76,55,14,62,17,54,53,69,57,1,1
63,23,26,75,51,20,121,19,56,51,65,36,1,10
59,25,26,66,48,18,39,21,59,54,57,43,1,8
65,60,22,68,55,26,140,23,62,63,76,64,1,8
70,54,2,70,66,18,2,24,68,55,83,59,1,8
70,16,37,70,68,25,41,32,35,17,25,56,1,13
58,19,17,77,55,22,62,18,53,50,62,34,1,9
73,26,14,75,59,22,50,26,62,49,75,45,1,10
73,68,8,82,72,18,105,20,77,78,77,71,1,1
67,34,8,67,72,23,132,27,59,52,73,43,0,9
62,46,13,76,55,16,127,17,66,63,68,61,1,0
70,56,19,72,66,19,3,25,71,70,83,66,1,8
69,49,14,75,63,18,2,23,70,60,75,62,1,9
71,60,19,71,69,10,3,31,70,68,78,68,0,5
52,17,13,60,46,17,137,20,19,16,41,25,1,12
73,39,19,74,71,20,48,26,69,69,75,57,0,1
63,60,31,63,63,26,93,27,63,66,55,59,0,1
54,51,26,69,54,6,24,16,50,54,60,50,1,5
62,63,25,71,60,17,118,21,58,55,69,49,1,8
51,9,22,61,41,22,137,21,10,8,24,25,1,9
53,40,17,59,53,11,154,23,57,59,46,47,1,6
75,19,14,75,73,29,80,31,21,14,34,42,1,12
71,46,8,71,71,26,3,31,70,59,86,66,1,9
67,33,31,67,64,23,121,31,56,31,53,47,1,9
68,32,29,68,64,30,130,31,52,31,64,42,1,12
58,31,13,67,49,23,37,20,40,36,67,31,1,1
71,59,33,71,70,21,3,28,66,65,83,60,0,8
49,21,13,61,45,22,126,20,38,49,54,34,1,9
70,63,31,76,63,10,8,21,70,74,62,73,0,5
66,54,25,66,58,14,121,29,66,59,76,68,0,7
63,23,26,69,53,26,88,18,56,54,68,49,1,11
69,67,37,72,68,23,3,23,70,71,62,70,1,11
61,61,22,78,63,22,118,18,60,58,51,53,1,11
71,53,25,82,71,24,46,21,71,71,66,74,1,11
66,26,17,68,64,40,138,25,52,32,66,24,1,12
59,54,26,62,59,18,52,24,60,59,54,57,1,1
67,57,33,67,68,23,68,35,71,67,70,69,1,8
52,19,26,64,51,22,145,18,18,16,29,22,1,12
69,28,2,74,58,25,2,23,51,45,69,44,1,10
65,60,31,68,59,24,139,24,62,63,65,66,0,10
67,60,25,67,64,12,139,30,64,58,90,70,1,1
51,31,26,66,47,16,154,18,57,46,58,46,1,1
67,54,37,67,64,34,132,28,60,54,82,50,1,11
68,60,8,68,71,24,130,31,67,70,72,66,1,0
72,73,37,72,74,22,42,29,68,65,65,69,1,9
70,71,2,73,63,25,7,25,77,67,61,62,0,10
68,65,37,73,61,18,1,22,71,67,68,62,0,1
63,11,31,63,67,32,74,30,20,11,38,63,1,12
73,73,14,78,66,35,122,23,70,67,74,50,0,13
66,62,25,66,61,14,111,33,70,70,50,65,1,6
68,67,33,68,67,26,149,31,66,68,80,63,1,9
67,51,13,67,73,17,130,28,53,49,59,43,0,0
73,64,14,73,71,11,44,32,71,66,67,78,1,8
63,27,13,74,65,14,111,17,60,61,73,34,1,8
72,71,14,73,73,27,46,26,69,67,65,65,1,10
65,44,25,66,63,15,136,26,63,62,68,67,1,6
79,82,19,82,76,22,22,25,74,69,79,65,1,10
65,65,17,65,65,36,132,26,60,57,67,53,0,13
63,60,25,82,60,10,138,17,66,67,63,65,1,0
69,70,17,69,68,12,41,28,70,67,70,45,1,8
57,49,17,65,58,14,37,20,48,58,62,50,1,6
61,45,22,67,59,30,74,22,48,43,66,39,1,9
65,57,25,66,56,12,138,24,69,68,67,49,0,8
48,20,17,65,47,18,137,17,40,38,59,33,1,9
59,19,26,64,52,6,27,19,54,56,65,36,0,6
78,79,0,81,74,15,0,23,79,82,73,65,1,6
66,52,33,67,63,25,136,26,58,54,74,33,0,9
67,74,26,67,68,17,147,28,70,67,56,60,0,8
56,42,17,58,51,22,18,23,59,55,67,45,0,1
66,45,17,76,57,20,158,20,63,63,76,51,1,1
58,39,13,70,55,37,39,19,56,55,58,55,1,11
61,20,17,75,55,14,118,20,59,50,63,27,1,1
65,69,17,70,54,29,147,24,59,52,56,42,1,11
61,12,25,69,54,35,88,23,17,15,26,27,0,15
74,53,8,74,79,18,78,32,69,71,82,76,1,0
68,70,31,80,59,21,4,19,65,67,78,64,1,10
72,42,8,74,66,24,42,26,64,51,78,56,1,9
66,30,17,77,64,24,164,21,63,50,60,33,1,11
62,14,22,62,58,21,65,28,17,11,40,38,1,9
64,59,22,85,54,15,163,16,70,69,49,61,0,8
51,40,13,64,48,17,145,18,52,48,45,46,1,7
71,54,23,85,68,20,84,20,70,69,69,76,1,8
69,27,2,75,64,20,2,22,70,66,78,38,1,0
72,59,25,72,68,19,7,27,69,67,85,67,1,1
57,22,13,61,63,14,21,24,12,8,42,24,1,6
73,52,37,73,74,27,49,28,75,71,70,72,1,9
60,16,17,69,57,39,68,22,17,13,19,45,1,13
70,63,14,73,68,11,7,24,74,71,73,60,1,0
70,29,31,72,69,19,3,25,52,33,68,27,1,9
71,28,2,71,69,19,164,32,65,59,70,52,1,1
55,47,17,69,49,16,39,20,55,48,57,54,1,1
54,24,25,57,48,21,145,25,45,56,58,35,0,7
76,71,23,76,73,21,123,25,78,79,75,76,0,8
65,51,25,65,65,25,115,27,66,64,66,67,1,9
73,68,37,73,75,23,8,33,76,73,83,73,1,1
70,33,19,79,62,14,8,21,67,69,74,55,0,0
67,15,25,67,60,25,130,28,55,39,75,49,1,9
72,11,31,73,67,31,78,26,19,12,32,26,1,15
68,28,33,73,63,40,41,23,40,37,34,36,1,14
62,41,29,63,53,14,93,25,66,61,66,63,1,0
52,18,17,56,48,19,137,24,29,23,64,34,1,8
65,69,37,65,52,7,127,29,65,63,71,52,1,1
68,13,22,68,57,33,147,29,30,11,22,42,1,11
68,67,29,80,60,28,3,18,65,68,62,52,0,9
69,16,8,69,66,27,136,32,43,34,79,30,0,9
52,43,13,71,50,11,162,17,53,52,53,54,0,6
71,49,31,71,76,17,2,29,71,68,73,78,1,6
64,42,31,72,55,9,130,22,71,39,55,43,0,6
53,55,17,62,47,6,162,22,52,49,59,48,1,0
66,30,17,74,57,34,153,22,43,31,64,27,0,12
67,52,19,73,60,18,165,23,66,68,70,60,1,0
67,21,31,76,60,23,165,21,47,35,72,23,1,9
63,57,25,63,58,31,95,28,61,62,64,52,1,11
70,72,33,70,65,22,161,33,69,64,67,59,1,0
59,60,17,64,56,23,59,21,60,55,61,44,1,1
67,54,35,74,58,10,41,21,70,71,56,68,1,4
75,70,27,76,73,16,108,25,73,76,72,65,0,0
65,53,17,72,68,21,139,19,67,65,78,65,1,0
47,29,26,58,54,16,126,18,42,41,42,47,1,0
76,44,19,76,69,26,86,30,65,51,72,31,1,9
71,62,2,71,63,16,3,31,73,65,72,76,1,10
79,60,23,87,74,15,29,20,82,81,90,81,1,0
73,51,8,73,74,24,43,29,69,74,76,64,1,8
68,59,29,77,60,12,3,22,72,68,62,65,1,0
76,50,19,76,74,25,103,27,74,73,79,67,0,1
65,64,22,76,65,24,147,19,68,71,78,71,1,0
68,50,33,74,60,25,41,23,76,72,69,71,0,1
70,65,25,74,68,11,7,24,71,71,78,68,1,6
49,52,13,65,46,19,137,17,49,47,58,48,1,0
65,66,2,65,75,24,127,27,64,62,72,69,1,12
57,15,13,66,50,24,31,22,23,24,29,13,1,9
69,59,37,78,64,17,3,18,76,71,67,67,1,1
73,58,2,73,73,16,42,30,73,69,77,73,1,0
69,57,31,76,58,20,4,22,70,65,64,73,1,1
69,66,37,69,73,16,41,26,65,65,65,64,1,8
64,57,17,67,52,17,130,23,69,67,58,57,0,0
50,15,26,70,48,21,137,17,26,26,57,33,1,1
68,21,25,79,56,26,3,20,58,53,57,55,1,11
64,48,25,64,64,16,37,33,63,64,74,62,1,0
77,41,14,82,76,24,159,24,73,64,72,68,1,9
69,46,25,71,66,25,41,25,67,61,85,64,1,9
63,34,13,74,55,13,115,18,59,62,60,38,1,8
62,55,13,69,53,21,111,20,64,67,63,49,1,9
68,65,17,68,65,6,150,30,61,70,62,62,1,6
75,72,27,76,70,21,108,25,76,79,72,69,1,0
57,28,29,67,54,15,34,20,51,58,56,47,1,0
75,66,8,75,76,17,102,28,72,75,73,76,1,0
76,11,19,76,72,33,44,36,18,14,31,40,1,13
66,58,25,84,58,17,2,18,65,77,58,69,0,0
66,50,26,73,60,11,149,22,69,66,71,60,1,0
68,35,22,77,61,19,2,22,66,63,76,65,0,1
66,25,22,68,51,26,138,26,58,36,56,32,0,11
61,32,17,70,60,20,74,19,52,57,66,35,1,8
62,60,17,62,62,22,68,29,55,64,73,56,1,12
73,41,35,78,71,23,81,23,66,62,86,47,1,9
66,33,22,66,59,24,111,31,53,38,54,46,1,12
66,60,33,68,55,21,150,24,72,65,60,70,1,9
68,56,37,69,65,19,165,25,68,76,60,56,1,8
68,64,31,69,55,22,41,24,65,68,90,61,1,0
56,52,13,69,39,11,34,18,60,59,40,51,1,8
73,58,14,73,77,19,78,30,71,67,77,63,1,6
69,33,25,69,68,26,153,28,58,42,64,43,0,10
69,30,35,69,65,18,147,30,66,35,53,25,1,1
67,61,31,76,61,16,1,22,62,68,75,64,0,8
53,14,17,58,49,31,145,24,18,20,35,49,1,0
74,66,23,74,73,23,80,28,72,65,88,75,1,1
74,27,2,74,70,19,45,30,62,58,68,34,0,9
54,25,13,59,55,21,154,23,40,59,63,40,0,1
67,37,29,74,55,20,158,22,64,62,83,63,1,1
55,36,22,64,48,13,21,22,53,62,63,49,1,5
66,13,31,66,48,38,125,30,20,12,37,33,1,13
63,42,26,69,58,15,93,19,57,57,74,53,1,8
57,55,13,76,49,16,62,17,63,68,44,46,0,1
62,32,17,63,60,30,74,25,50,40,60,42,1,12
69,8,22,69,73,27,147,33,21,11,36,43,1,14
67,5,2,67,49,32,130,32,19,14,20,31,1,11
65,48,25,66,62,17,136,25,66,67,54,61,0,0
65,39,22,68,54,26,130,25,55,55,68,53,0,11
73,65,0,73,78,19,0,31,66,63,84,72,1,8
70,52,25,70,68,14,4,25,73,68,74,68,1,8
65,49,17,72,63,15,130,19,70,60,59,64,1,6
65,39,33,65,61,26,115,27,64,63,74,52,1,10
58,20,17,64,50,16,31,22,33,33,55,30,1,9
74,75,37,74,74,26,80,30,70,71,74,69,1,10
60,60,13,71,54,14,74,18,62,68,56,65,1,0
50,39,13,65,54,17,137,18,48,48,60,43,0,9
74,53,14,74,68,23,43,31,61,58,77,55,1,9
73,23,14,73,72,34,42,30,57,52,67,51,1,11
61,55,17,73,58,18,95,18,63,64,63,54,1,8
72,30,22,78,70,23,46,24,70,65,76,63,1,0
63,21,22,63,65,21,68,32,42,22,69,52,1,1
64,18,29,68,51,36,121,21,37,25,66,35,1,13
69,68,2,69,66,26,161,31,68,72,80,70,0,0
61,23,17,61,64,14,56,29,56,43,71,63,0,6
61,67,13,66,46,20,93,24,53,56,61,40,1,8
66,65,17,67,65,17,144,25,64,60,58,64,1,0
62,22,17,69,57,42,95,22,48,45,50,44,0,11
83,55,32,86,74,38,67,24,73,69,74,59,1,13
76,43,14,76,68,24,86,30,58,45,74,39,1,9
67,11,29,67,64,22,130,28,62,57,82,52,0,9
69,49,31,71,62,24,41,24,65,68,74,53,1,1
68,12,26,68,62,32,149,28,20,14,31,60,1,11
73,66,19,73,70,10,45,31,75,74,73,72,0,1
68,59,37,68,57,11,163,26,66,71,79,62,1,0
72,27,25,72,70,29,6,29,64,65,79,39,1,10
62,13,17,62,54,34,65,29,19,17,43,37,1,12
67,34,29,67,65,16,130,29,63,55,83,47,1,9
68,68,35,68,59,15,163,26,68,73,74,62,0,6
60,61,17,65,55,30,68,24,61,58,55,46,1,9
67,66,14,67,71,5,140,30,73,74,85,71,1,4
69,22,17,69,71,20,139,31,61,37,60,32,1,1
58,57,29,76,43,12,68,18,60,66,56,52,0,6
70,42,2,76,67,23,6,21,65,59,77,64,1,10
71,22,31,77,65,30,9,22,57,54,61,48,1,11
58,47,17,61,58,24,34,24,55,56,61,60,1,10
65,45,31,65,69,17,115,28,56,68,71,67,1,8
70,68,2,83,63,14,43,18,74,75,34,64,1,7
68,59,29,76,50,18,3,22,63,76,63,71,0,0
74,66,8,74,72,10,111,36,75,72,72,84,0,5
67,33,37,70,59,25,150,24,61,54,80,54,1,8
66,62,17,66,65,11,138,26,70,64,65,67,0,5
68,64,31,73,61,26,1,23,68,76,69,73,1,11
75,25,19,75,73,31,79,29,63,50,69,51,0,11
70,58,35,73,66,22,7,24,75,65,75,67,1,1
70,61,33,71,58,15,3,26,66,64,72,60,0,6
68,64,31,68,71,23,155,28,67,68,75,64,1,9
82,81,4,85,78,21,72,24,83,85,83,77,1,8
72,74,14,78,70,22,101,22,71,65,64,62,1,9
67,64,31,67,68,16,140,29,65,61,58,71,0,0
63,59,17,78,45,13,140,19,65,70,61,50,1,7
66,62,22,66,72,22,138,28,64,60,57,65,1,1
75,34,27,75,73,24,82,27,63,57,75,50,1,11
73,75,31,73,74,28,48,30,68,53,58,38,1,12
75,45,14,75,69,25,50,30,73,64,71,63,1,11
71,36,31,76,68,16,9,23,67,65,78,46,0,0
68,65,14,71,59,20,41,25,69,70,91,68,0,11
73,27,14,74,69,31,49,26,55,40,72,27,1,10
64,67,17,70,49,38,136,22,59,54,61,54,0,11
78,71,23,78,70,20,151,31,82,75,67,80,1,9
67,27,17,70,64,32,149,26,47,39,67,42,1,12
71,60,19,74,71,16,42,24,74,68,68,71,1,7
62,31,17,66,57,13,88,23,55,59,61,44,1,8
71,74,2,71,61,38,6,30,68,63,68,73,1,13
62,17,17,72,60,30,111,20,19,12,29,52,1,12
61,58,17,61,59,17,65,25,60,64,74,55,0,8
73,42,35,77,64,12,80,23,68,62,86,67,1,7
60,3,13,60,51,30,31,28,22,13,39,33,1,9
64,11,29,64,60,39,88,33,15,20,30,24,1,12
61,66,17,72,58,15,111,21,56,54,64,48,1,1
74,71,19,74,63,12,82,28,73,72,54,64,1,8
71,20,14,75,68,22,8,24,66,67,76,54,1,1
71,64,8,71,67,22,6,28,70,72,76,68,1,8
58,33,13,61,64,10,24,25,55,58,89,62,1,7
69,44,29,69,62,22,149,29,64,61,82,59,1,0
67,60,33,72,54,16,165,22,71,75,65,58,0,6
75,32,14,75,66,29,82,27,66,62,79,49,0,13
52,52,22,57,48,16,145,24,48,47,62,60,1,8
72,9,29,72,69,27,6,32,25,14,34,52,1,10
64,30,17,64,63,23,95,28,62,58,78,64,1,8
71,51,35,71,69,19,125,34,66,60,73,57,1,5
75,75,19,76,70,33,109,26,67,71,61,70,0,17
76,76,23,81,77,27,151,23,77,78,69,57,1,9
57,56,17,66,42,14,39,22,60,64,48,53,1,8
62,51,13,68,55,19,93,21,58,57,75,49,0,9
77,68,8,77,73,18,45,35,77,75,55,80,0,6
57,31,17,66,49,23,31,21,56,48,64,35,0,9
82,40,3,82,85,27,14,32,64,59,69,55,1,11
67,59,8,67,66,19,136,27,70,67,70,50,1,1
68,67,29,78,55,13,4,20,69,76,61,60,1,7
61,55,2,78,52,12,115,17,63,64,55,55,1,8
67,50,22,67,61,18,136,26,70,76,69,62,1,1
67,24,13,69,60,21,147,25,37,28,60,35,1,10
70,75,8,70,76,17,2,24,73,76,74,71,1,6
69,24,14,72,62,29,41,26,54,39,67,33,1,10
62,21,13,66,55,24,93,23,42,29,57,27,1,9
72,50,19,72,63,21,6,28,71,64,91,55,0,10
63,24,25,63,52,42,65,30,41,37,60,55,0,1
65,48,31,65,60,24,121,24,63,58,70,36,1,11
80,76,32,80,73,23,22,29,80,84,73,78,1,0
68,36,19,77,55,30,2,22,59,53,66,44,1,10
77,30,8,83,73,23,159,20,66,60,74,47,1,1
80,13,27,80,70,28,14,30,22,15,35,62,1,10
55,40,17,63,41,16,21,22,54,51,68,57,1,4
70,55,19,79,60,13,42,21,71,73,75,71,1,8
60,22,26,68,58,26,65,21,57,56,67,33,1,9
63,39,17,65,59,15,111,24,63,61,75,58,1,1
66,53,22,67,62,14,144,25,64,71,73,65,1,0
66,30,25,66,58,19,0,37,56,43,41,43,0,8
51,24,26,72,47,21,154,17,28,27,60,35,1,8
65,63,31,65,64,20,121,30,65,65,54,63,0,8
67,25,2,67,62,30,125,30,61,62,71,51,0,11
74,34,14,75,71,26,80,26,69,66,64,53,1,10
65,48,25,70,63,25,136,24,64,67,74,53,1,0
75,19,19,75,66,30,48,34,25,14,30,49,1,9
65,11,17,65,68,42,111,32,18,22,30,54,1,13
69,36,31,69,65,32,153,28,60,38,75,33,0,9
71,42,31,74,68,30,7,25,66,59,86,55,0,11
54,13,17,68,48,18,21,19,21,12,26,11,1,14
70,62,25,70,65,20,3,29,72,69,67,75,1,0
71,64,33,72,63,18,9,25,76,77,66,61,0,1
60,44,17,72,53,19,88,20,63,61,55,57,1,8
62,23,22,68,48,28,93,21,38,32,64,36,1,13
63,58,17,63,69,21,88,29,59,59,63,64,0,11
87,83,16,87,79,24,116,28,87,84,76,87,1,9
66,58,22,66,64,30,111,31,64,66,75,59,1,12
77,63,30,77,71,21,87,32,79,80,81,72,0,1
67,34,8,74,54,34,158,22,65,57,68,46,1,10
70,69,14,72,68,24,7,24,68,60,70,61,1,12
65,56,17,73,62,13,150,21,63,67,91,63,1,8
63,66,25,70,52,16,121,23,61,63,60,52,1,12
63,68,26,72,59,21,127,20,63,67,70,53,1,1
65,29,17,71,62,11,136,23,57,52,74,39,0,6
50,56,17,62,46,19,126,18,49,40,59,47,1,12
75,59,14,75,82,22,82,31,73,60,81,76,1,0
59,19,22,72,54,16,65,19,48,42,62,31,1,10
65,67,22,75,60,31,158,21,61,59,60,54,1,10
68,28,33,68,72,19,130,31,66,43,71,35,0,9
63,8,17,72,69,36,118,21,16,6,28,39,1,13
56,38,22,69,56,21,34,18,55,55,55,56,1,0
63,29,0,63,64,25,0,27,55,46,64,41,0,10
76,40,27,80,72,16,142,22,69,63,77,70,1,7
63,48,17,75,59,17,125,18,68,57,74,57,1,10
69,40,33,69,51,22,150,29,53,40,57,32,1,1
68,69,37,74,59,24,2,22,68,68,74,66,1,6
66,33,25,66,55,31,125,27,55,34,65,50,1,13
63,22,31,64,50,28,88,28,63,32,69,37,1,12
88,84,6,88,87,22,128,27,85,86,73,86,1,9
63,40,22,63,62,18,74,28,60,58,70,49,1,1
67,67,22,68,64,25,161,24,66,62,73,42,1,1
69,29,29,70,65,23,165,26,69,65,70,58,1,0
71,12,22,71,66,33,2,33,37,31,25,35,1,11
58,30,22,70,52,11,34,17,39,36,63,33,1,0
68,44,8,69,59,26,155,26,49,43,67,33,1,11
62,56,22,75,56,16,118,18,61,65,65,58,1,8
70,28,31,71,74,30,2,27,42,31,62,29,1,9
57,42,17,69,46,12,39,19,63,61,48,49,1,8
80,81,34,84,75,27,40,24,84,80,69,72,0,10
56,31,26,71,50,21,37,18,52,49,58,41,0,1
73,36,29,74,69,9,48,26,65,65,81,49,1,7
61,15,17,68,58,33,74,22,26,17,27,35,1,13
80,62,8,81,78,20,32,26,85,80,77,83,1,7
65,58,17,65,64,14,125,28,70,73,53,60,1,7
77,59,14,82,80,18,159,24,76,59,80,69,1,9
75,70,8,75,75,25,82,31,75,74,59,78,0,9
74,71,27,77,68,12,104,24,76,77,68,70,0,0
83,72,32,88,82,19,91,23,85,84,88,82,1,0
65,34,25,66,54,21,121,27,64,58,67,53,0,11
76,73,17,76,70,13,134,27,77,73,80,76,1,4
59,12,13,59,64,26,145,36,24,12,40,35,0,11
64,59,17,64,59,21,98,30,67,64,64,61,1,8
57,33,17,70,51,12,37,19,58,55,60,42,1,6
69,23,2,76,61,33,2,23,52,34,71,24,1,11
75,47,14,85,66,12,142,21,73,68,75,54,1,9
