Overall,Finishing,Wage,Potential,Reactions,Weight,Value,Age,BallControl,Dribbling,Stamina,Vision,Preferred Foot,Height
76,13,€20K,76,75,170lbs,€3.4M,34,35,11,43,49,Right,6'1
70,17,€8K,70,69,163lbs,€1.1M,31,22,14,38,36,Right,6'0
75,14,€30K,75,73,185lbs,€3.1M,32,14,13,36,32,Left,6'2
65,11,€2K,65,64,181lbs,€425K,31,33,12,30,63,Right,6'0
68,15,€2K,81,65,176lbs,€1.5M,20,23,17,44,65,Right,6'2
77,11,€15K,77,71,194lbs,€5M,32,20,16,38,40,Right,6'4
67,8,€2K,67,70,198lbs,€475K,34,22,12,34,32,Right,6'3
71,8,€3K,71,76,190lbs,€1.2M,33,24,7,28,52,Right,6'0
73,18,€4K,73,73,172lbs,€2.2M,32,23,15,25,51,Right,6'0
77,12,€7K,77,73,187lbs,€1.2M,39,24,21,22,51,Right,5'11
52,56,€2K,74,46,176lbs,€110K,17,53,44,34,35,Right,6'3
68,15,€6K,68,69,181lbs,€675K,31,23,14,44,53,Right,6'3
59,16,€500,59,65,212lbs,€130K,27,26,20,64,29,Left,6'1
62,14,€1K,62,47,174lbs,€220K,31,35,23,33,54,Right,5'11
72,15,€9K,75,60,174lbs,€2.1M,27,29,12,38,12,Right,6'1
70,12,€3K,70,64,176lbs,€875K,34,20,11,36,45,Right,6'2
80,10,€10K,80,71,190lbs,€4.4M,37,20,12,28,34,Right,6'1
68,21,€3K,68,69,183lbs,€700K,27,20,19,43,66,Right,6'2
76,11,€30K,76,72,192lbs,€2.3M,36,18,14,31,40,Right,6'4
66,13,€2K,68,67,198lbs,€600K,27,19,14,40,31,Right,6'2
51,17,€1K,58,50,161lbs,€50K,22,29,21,47,33,Right,6'0
70,14,€10K,70,70,181lbs,€950K,33,28,12,30,29,Right,6'1
70,16,€0,72,64,157lbs,€0,24,15,23,39,19,Right,6'0
63,18,€2K,66,56,187lbs,€350K,23,20,21,39,46,Right,6'4
54,18,€500,64,39,168lbs,€90K,19,40,27,49,36,Right,6'1
68,12,€9K,68,65,187lbs,€700K,30,23,13,29,44,Left,6'4
73,20,€20K,79,68,170lbs,€3.4M,24,17,14,35,64,Left,6'1
71,20,€7K,71,75,181lbs,€1.2M,32,15,14,33,45,Right,6'2
66,19,€4K,67,68,187lbs,€575K,27,33,14,32,48,Left,6'2
70,8,€15K,70,71,194lbs,€950K,33,14,19,38,46,Right,6'2
70,13,€10K,70,64,165lbs,€875K,34,15,13,32,24,Left,6'0
69,17,€10K,69,68,192lbs,€800K,31,25,19,37,41,Left,6'3
64,15,€2K,71,62,165lbs,€525K,23,18,19,41,24,Right,5'11
74,13,€20K,80,65,176lbs,€4M,22,21,19,24,58,Right,6'3
61,18,€2K,66,60,194lbs,€250K,24,19,15,41,50,Right,6'1
78,13,€20K,78,75,203lbs,€4.9M,35,16,15,32,48,Right,6'4
72,16,€10K,74,68,172lbs,€2M,27,23,15,26,46,Right,6'0
76,11,€60K,80,67,198lbs,€5.5M,26,25,15,30,38,Right,6'5
73,14,€20K,73,71,176lbs,€2.4M,30,22,12,20,38,Right,6'1
69,11,€1K,76,65,187lbs,€1.2M,23,17,12,35,45,Right,6'2
71,12,€10K,86,72,190lbs,€2.9M,18,18,20,34,62,Right,6'3
82,17,€40K,82,77,198lbs,€16.5M,30,22,18,29,60,Left,6'5
74,10,€30K,76,68,183lbs,€3.4M,26,23,19,35,35,Right,6'3
71,18,€10K,71,64,179lbs,€950K,35,20,20,34,36,Right,6'2
74,11,€15K,74,78,157lbs,€2.7M,31,13,14,38,58,Left,6'1
49,18,€500,64,43,176lbs,€60K,16,29,20,62,28,Right,6'2
70,20,€15K,75,62,176lbs,€1.5M,25,22,18,34,49,Right,6'3
72,17,€4K,78,66,163lbs,€2.5M,21,18,13,42,48,Right,6'2
70,13,€5K,80,63,176lbs,€1.9M,22,24,13,38,60,Right,6'2
71,12,€20K,71,66,198lbs,€1.1M,34,22,11,33,45,Right,6'4
66,12,€2K,70,58,172lbs,€700K,24,29,26,30,38,Right,6'0
62,17,€2K,62,61,209lbs,€240K,29,17,14,40,49,Right,6'4
67,19,€30K,77,60,196lbs,€1M,21,21,19,48,24,Right,6'4
79,10,€90K,80,70,176lbs,€9.5M,27,32,12,29,40,Right,6'0
75,8,€15K,75,72,194lbs,€3.1M,32,21,9,41,71,Right,6'3
66,16,€2K,69,62,190lbs,€625K,27,19,21,40,14,Right,6'2
48,17,€500,67,48,148lbs,€60K,16,29,26,59,33,Right,5'10
76,11,€20K,76,70,201lbs,€4.5M,29,14,14,34,37,Right,6'6
50,16,€2K,60,45,170lbs,€50K,20,27,24,54,27,Right,5'11
67,14,€4K,67,63,165lbs,€550K,32,16,12,43,24,Right,6'0
67,11,€5K,70,65,179lbs,€750K,26,25,13,38,48,Left,6'1
48,17,€500,61,45,165lbs,€50K,17,28,29,61,27,Right,5'11
47,22,€1K,63,36,161lbs,€60K,19,32,25,61,32,Right,5'10
66,15,€2K,66,59,209lbs,€350K,35,15,20,39,10,Right,6'4
65,15,€15K,79,62,170lbs,€1.1M,20,27,20,31,35,Right,6'5
66,19,€6K,70,65,161lbs,€675K,25,21,18,37,62,Right,6'1
70,13,€4K,70,66,194lbs,€1.1M,31,21,11,30,58,Right,6'4
70,11,€20K,78,57,190lbs,€1.7M,23,18,16,50,46,Right,6'4
74,10,€40K,76,72,201lbs,€3.4M,28,11,12,42,45,Right,6'6
75,14,€30K,75,70,196lbs,€2.9M,33,18,13,32,14,Right,6'5
53,17,€500,70,45,154lbs,€100K,17,46,45,65,24,Right,6'3
59,15,€2K,65,57,165lbs,€190K,24,38,28,31,36,Right,5'11
69,19,€2K,77,58,179lbs,€1.3M,23,32,21,35,33,Right,6'0
74,14,€30K,78,71,176lbs,€3.8M,24,17,15,27,39,Right,6'2
45,34,€2K,63,44,143lbs,€60K,17,46,47,50,42,Right,5'10
66,19,€2K,73,60,194lbs,€750K,23,21,16,20,42,Right,6'1
74,13,€15K,74,74,172lbs,€2.7M,31,13,13,30,36,Right,6'1
76,12,€10K,79,77,168lbs,€5.5M,24,23,11,43,45,Right,6'2
66,13,€5K,73,63,176lbs,€750K,22,26,25,34,51,Right,6'2
80,10,€60K,81,80,161lbs,€13M,27,22,12,32,39,Right,6'2
61,15,€2K,61,55,154lbs,€170K,32,30,14,30,18,Right,6'0
70,13,€10K,70,68,176lbs,€1.1M,30,20,20,33,57,Right,6'1
74,13,€15K,75,74,179lbs,€3.1M,27,22,14,33,40,Right,6'4
70,14,€10K,78,72,176lbs,€1.7M,21,24,18,40,30,Right,6'2
67,11,€8K,70,64,165lbs,€750K,26,34,16,26,43,Left,6'0
70,10,€4K,70,63,176lbs,€400K,37,28,17,39,38,Right,6'3
69,13,€10K,71,65,172lbs,€1M,26,14,11,30,39,Right,6'0
74,12,€20K,78,70,198lbs,€3.8M,24,23,15,45,35,Right,6'2
69,13,€6K,74,68,181lbs,€1.2M,23,24,19,39,45,Right,6'3
56,7,€500,66,49,168lbs,€150K,20,23,21,40,48,Left,6'0
50,15,€1K,59,42,194lbs,€35K,18,27,32,55,25,Right,6'0
70,12,€20K,70,59,183lbs,€1.1M,31,22,11,31,50,Right,6'3
48,16,€1K,62,42,154lbs,€60K,18,30,25,80,22,Right,5'8
64,11,€2K,64,50,163lbs,€70K,38,25,11,38,36,Right,6'1
77,20,€10K,77,72,185lbs,€3.1M,36,22,17,25,37,Right,6'1
64,17,€3K,74,58,185lbs,€625K,21,15,14,40,22,Right,6'2
75,19,€20K,75,73,183lbs,€3.2M,31,21,14,34,42,Right,6'3
64,8,€3K,68,59,181lbs,€475K,25,23,12,43,39,Right,6'3
65,15,€2K,65,75,192lbs,€300K,35,14,14,39,56,Right,6'1
69,14,€0,70,63,183lbs,€0,25,24,17,43,60,Right,6'3
65,18,€3K,65,63,185lbs,€450K,28,20,11,62,59,Right,6'0
64,17,€3K,64,64,183lbs,€300K,33,23,18,28,37,Right,6'1
70,11,€15K,78,57,159lbs,€1.7M,22,23,17,31,47,Right,6'2
50,17,€500,65,44,148lbs,€60K,16,26,31,59,30,Right,6'1
66,19,€3K,70,64,174lbs,€650K,26,23,14,30,42,Right,6'1
66,15,€2K,66,68,183lbs,€500K,30,22,14,38,48,Left,5'11
64,17,€3K,74,54,172lbs,€625K,21,22,20,40,54,Right,6'1
70,14,€5K,77,67,183lbs,€1.6M,21,22,21,32,41,Right,6'2
78,11,€20K,78,75,165lbs,€7M,30,25,13,24,27,Right,5'11
65,13,€2K,65,68,187lbs,€425K,31,18,22,31,56,Right,6'3
51,16,€500,59,42,176lbs,€50K,20,27,25,60,27,Right,6'1
69,14,€7K,71,63,176lbs,€975K,27,33,16,26,43,Left,6'1
69,12,€5K,69,68,170lbs,€875K,29,19,14,34,35,Right,6'0
71,12,€10K,73,73,183lbs,€1.7M,24,22,13,38,24,Right,6'2
70,12,€10K,70,65,190lbs,€950K,33,20,14,24,37,Right,6'1
67,13,€7K,67,63,172lbs,€475K,34,33,16,31,26,Right,6'1
69,12,€5K,69,69,174lbs,€825K,27,21,17,26,37,Right,6'3
70,7,€500,70,71,168lbs,€1.2M,28,8,7,54,51,Left,5'10
73,9,€20K,73,66,187lbs,€2.5M,28,21,8,31,72,Right,6'2
73,12,€20K,73,48,170lbs,€1.9M,34,22,10,45,41,Right,6'0
67,13,€2K,71,67,181lbs,€775K,25,26,18,34,24,Right,6'2
69,16,€3K,77,66,172lbs,€1.3M,21,19,12,31,35,Right,6'2
69,13,€0,69,57,201lbs,€0,33,24,12,23,44,Right,6'4
75,12,€20K,75,70,205lbs,€3.1M,32,19,16,31,38,Right,6'3
74,17,€10K,74,73,198lbs,€2.8M,30,16,15,30,38,Right,6'3
73,6,€15K,73,64,172lbs,€2.2M,32,23,18,25,70,Left,6'1
70,14,€15K,78,67,207lbs,€1.7M,23,14,15,42,44,Right,6'4
68,20,€5K,78,60,179lbs,€1.2M,22,19,18,40,51,Right,6'2
77,11,€40K,77,69,212lbs,€6M,29,22,15,31,38,Right,6'8
65,13,€3K,67,60,176lbs,€500K,27,28,11,36,12,Right,6'1
75,11,€20K,75,75,165lbs,€3.2M,31,17,15,31,17,Right,6'2
70,9,€10K,75,68,176lbs,€1.5M,20,25,16,31,35,Right,6'1
66,15,€6K,69,61,174lbs,€650K,25,33,13,32,34,Right,6'3
67,13,€6K,67,68,179lbs,€550K,32,31,11,32,13,Right,6'2
62,22,€1K,62,50,187lbs,€90K,34,43,19,32,31,Right,6'2
50,15,€1K,64,47,168lbs,€60K,19,32,21,57,29,Right,6'3
73,12,€15K,75,61,176lbs,€2.9M,25,15,12,41,33,Left,6'2
66,13,€4K,66,66,181lbs,€525K,29,28,18,37,42,Right,6'2
72,20,€5K,72,70,190lbs,€1.7M,30,19,14,32,48,Right,6'1
71,12,€5K,71,61,187lbs,€500K,37,15,19,37,27,Right,6'5
62,11,€3K,62,61,181lbs,€240K,28,38,17,52,64,Right,6'0
67,19,€9K,72,67,172lbs,€825K,21,11,15,45,31,Right,6'4
68,19,€10K,74,52,181lbs,€1M,24,24,11,41,36,Right,6'4
75,13,€20K,75,71,179lbs,€3.4M,30,24,10,37,34,Right,5'11
68,17,€3K,68,69,154lbs,€150K,41,18,12,34,49,Left,5'10
66,12,€3K,66,59,198lbs,€275K,36,20,19,38,32,Right,6'2
60,11,€500,66,48,183lbs,€220K,24,24,14,35,59,Right,6'4
68,15,€7K,71,62,174lbs,€850K,27,22,14,25,36,Right,6'3
69,11,€10K,70,62,201lbs,€950K,27,22,17,34,34,Right,6'5
70,14,€2K,70,68,176lbs,€1.1M,27,20,17,41,32,Right,6'0
50,18,€500,68,45,163lbs,€60K,18,57,42,40,38,Right,5'10
73,12,€15K,73,68,194lbs,€2.2M,32,30,11,32,49,Right,6'2
68,15,€7K,68,66,190lbs,€700K,30,30,16,38,44,Right,6'2
64,13,€5K,72,61,185lbs,€550K,23,19,11,38,43,Right,6'4
55,16,€1K,62,49,174lbs,€110K,22,18,16,44,53,Right,6'0
75,11,€8K,75,72,181lbs,€3.4M,30,17,15,35,58,Right,6'4
69,20,€7K,73,70,176lbs,€1.1M,25,19,17,34,49,Right,5'11
60,30,€2K,64,54,174lbs,€210K,24,26,12,22,38,Right,6'1
62,14,€2K,63,60,185lbs,€275K,25,12,14,22,41,Right,6'1
65,14,€10K,65,67,198lbs,€425K,30,20,12,26,37,Left,6'2
73,13,€10K,75,69,190lbs,€2.9M,28,14,16,32,21,Right,6'5
75,10,€5K,75,73,187lbs,€1.8M,36,24,11,32,38,Right,6'1
66,19,€15K,77,56,176lbs,€950K,20,25,13,42,32,Right,6'1
74,15,€4K,80,68,176lbs,€4M,22,14,11,42,55,Right,6'1
73,12,€20K,73,72,172lbs,€2.5M,28,19,13,41,31,Right,6'0
72,11,€20K,74,72,205lbs,€2.1M,26,22,12,33,33,Right,6'5
66,14,€3K,71,65,196lbs,€725K,24,26,19,36,38,Right,6'4
76,7,€15K,79,77,198lbs,€5.5M,24,21,8,23,71,Right,6'4
76,11,€10K,79,68,185lbs,€5.5M,25,22,18,31,32,Right,6'2
70,17,€2K,84,68,181lbs,€2.5M,19,22,16,29,21,Right,6'3
60,17,€2K,66,58,161lbs,€220K,23,19,13,42,35,Right,5'10
62,19,€1K,62,56,181lbs,€220K,31,36,15,35,45,Right,5'10
69,11,€6K,77,65,194lbs,€1.3M,23,23,19,22,38,Right,6'3
72,12,€0,72,73,203lbs,€0,32,25,16,32,54,Right,6'3
70,13,€20K,70,65,220lbs,€1.1M,30,24,11,30,53,Right,6'3
58,14,€2K,66,55,194lbs,€170K,22,21,16,38,31,Right,6'4
62,17,€6K,72,69,179lbs,€400K,21,22,14,36,20,Right,6'3
74,13,€10K,74,72,187lbs,€2M,35,20,13,37,42,Right,6'2
66,12,€1K,75,67,168lbs,€850K,22,22,20,27,56,Right,5'10
64,18,€2K,64,63,176lbs,€350K,31,20,21,40,46,Right,6'1
71,12,€8K,75,64,187lbs,€1.8M,25,23,20,31,31,Right,6'3
65,15,€5K,70,65,181lbs,€600K,22,25,17,41,48,Right,6'4
60,20,€1K,64,56,170lbs,€200K,26,23,14,34,46,Right,6'2
65,11,€2K,65,58,179lbs,€230K,36,24,11,22,58,Right,6'2
60,17,€2K,70,54,176lbs,€275K,22,26,25,35,15,Right,6'2
70,15,€15K,80,64,187lbs,€1.9M,20,17,12,42,49,Right,6'5
77,11,€20K,78,77,181lbs,€6.5M,26,22,14,44,36,Right,6'3
70,14,€7K,74,66,154lbs,€1.5M,23,16,11,31,42,Right,6'4
68,12,€15K,69,59,154lbs,€800K,27,22,18,35,46,Right,6'3
74,18,€2K,74,70,181lbs,€2.9M,28,17,16,38,26,Right,6'4
57,22,€2K,62,56,187lbs,€140K,21,48,34,40,31,Left,6'3
70,15,€6K,70,65,174lbs,€1.2M,28,10,22,36,31,Right,6'4
69,11,€5K,74,62,187lbs,€1.2M,23,22,12,32,39,Left,6'2
71,14,€20K,71,64,181lbs,€1.2M,32,17,16,37,52,Right,6'0
70,11,€5K,70,74,212lbs,€1.1M,31,18,11,34,38,Right,6'2
45,48,€2K,67,50,172lbs,€70K,16,35,37,55,43,Right,6'3
48,21,€1K,63,43,141lbs,€60K,18,30,25,56,28,Right,6'0
69,19,€8K,81,53,190lbs,€1.6M,20,23,13,38,39,Right,6'3
70,15,€15K,70,70,192lbs,€1.2M,28,18,17,34,43,Right,6'4
75,13,€30K,75,69,192lbs,€3.5M,29,21,12,28,21,Right,6'3
74,11,€10K,74,65,150lbs,€2M,35,18,14,34,21,Right,6'0
70,19,€7K,76,68,176lbs,€1.6M,23,22,18,33,25,Right,6'1
66,14,€2K,68,65,198lbs,€600K,27,13,11,34,38,Right,6'2
63,18,€1K,68,51,205lbs,€375K,25,24,31,17,26,Right,6'7
71,14,€7K,75,69,172lbs,€1.8M,25,12,20,43,37,Left,6'4
69,17,€10K,69,60,190lbs,€875K,29,18,13,33,32,Right,6'2
66,8,€4K,81,52,176lbs,€1.1M,18,25,18,48,53,Right,6'1
51,15,€500,63,44,187lbs,€50K,17,31,24,61,30,Right,6'0
55,17,€2K,77,44,176lbs,€170K,17,42,29,34,13,Right,6'2
69,9,€8K,69,66,165lbs,€775K,32,14,13,22,48,Right,5'11
63,17,€2K,70,60,181lbs,€400K,23,26,16,36,27,Right,6'2
71,13,€15K,71,68,203lbs,€1.3M,30,21,14,38,22,Right,6'6
68,20,€5K,68,61,174lbs,€725K,29,14,20,43,31,Left,6'1
67,12,€10K,67,60,161lbs,€600K,27,20,15,32,45,Right,5'11
68,19,€7K,68,66,209lbs,€500K,35,18,20,38,18,Right,6'5
65,9,€8K,66,66,179lbs,€500K,25,25,18,30,43,Right,6'1
57,16,€1K,62,47,201lbs,€130K,25,15,18,42,47,Right,6'4
69,12,€4K,69,60,176lbs,€170K,38,14,17,32,36,Right,6'1
66,16,€3K,79,52,163lbs,€925K,18,17,18,41,29,Right,6'2
62,13,€2K,62,60,194lbs,€230K,30,18,15,45,45,Right,6'4
69,9,€3K,69,71,170lbs,€450K,36,20,11,33,44,Left,6'1
61,13,€2K,73,51,176lbs,€375K,21,34,21,28,35,Right,6'4
54,7,€500,69,43,172lbs,€130K,19,24,31,23,47,Right,6'0
67,11,€15K,67,68,190lbs,€425K,35,26,11,44,21,Right,6'5
77,12,€15K,77,73,196lbs,€4M,35,15,11,33,53,Right,6'3
74,17,€4K,74,68,168lbs,€2.5M,32,21,17,34,41,Left,6'0
74,12,€30K,75,68,190lbs,€3.3M,28,20,16,35,20,Right,6'5
67,13,€10K,77,64,201lbs,€1M,20,24,22,24,42,Right,6'3
59,22,€1K,61,57,165lbs,€160K,26,28,22,43,32,Right,6'0
74,11,€0,74,71,201lbs,€0,29,21,11,35,46,Right,6'2
67,14,€4K,67,64,176lbs,€550K,32,26,19,28,12,Right,6'0
73,14,€7K,73,74,194lbs,€2.3M,31,20,15,33,50,Right,6'4
72,12,€4K,72,67,205lbs,€1.5M,33,25,14,30,53,Right,6'5
70,12,€3K,70,68,190lbs,€950K,33,23,15,32,33,Left,6'3
62,11,€2K,78,57,161lbs,€525K,19,19,17,34,38,Left,6'2
68,12,€15K,68,59,190lbs,€700K,30,21,13,35,31,Right,6'2
74,11,€30K,80,69,198lbs,€4M,23,23,12,34,45,Right,6'4
74,14,€40K,77,71,165lbs,€3.5M,25,22,14,27,43,Left,6'1
67,17,€3K,69,66,170lbs,€725K,26,18,12,41,33,Right,6'2
76,10,€4K,81,74,176lbs,€6M,24,12,13,29,34,Right,6'2
66,8,€2K,68,60,185lbs,€600K,27,15,13,26,35,Right,6'5
70,13,€6K,70,66,163lbs,€1.1M,30,13,14,30,42,Right,5'11
69,19,€2K,74,65,181lbs,€1.2M,23,19,12,36,55,Right,6'4
67,13,€3K,67,68,203lbs,€475K,34,18,10,27,59,Right,6'2
77,14,€20K,77,69,183lbs,€5M,33,18,15,36,13,Right,6'2
67,20,€30K,68,60,172lbs,€700K,28,23,18,35,39,Right,6'4
67,17,€6K,78,65,185lbs,€1.1M,20,23,21,40,51,Right,6'5
48,15,€500,58,47,154lbs,€40K,17,44,30,48,39,Right,5'10
68,12,€3K,68,61,205lbs,€550K,34,23,13,24,32,Right,6'2
65,11,€5K,65,66,181lbs,€350K,34,22,17,33,36,Right,6'1
70,15,€7K,73,61,185lbs,€1.4M,25,15,18,36,64,Right,6'0
71,18,€15K,73,61,185lbs,€1.7M,28,16,13,28,44,Right,6'3
74,12,€7K,77,72,225lbs,€3.5M,25,20,11,25,36,Right,6'3
66,15,€2K,66,65,196lbs,€500K,30,22,17,30,24,Right,6'2
66,19,€2K,66,60,185lbs,€500K,30,15,17,34,45,Right,6'1
69,12,€6K,75,66,192lbs,€1.2M,22,27,13,33,45,Left,6'2
67,19,€3K,73,65,165lbs,€850K,22,21,16,22,43,Right,6'1
61,15,€2K,77,55,190lbs,€425K,19,26,21,34,43,Right,6'0
65,15,€1K,67,61,194lbs,€500K,27,20,18,38,29,Right,6'1
74,16,€5K,82,65,192lbs,€4.3M,21,22,19,44,32,Right,6'3
66,8,€4K,66,63,194lbs,€400K,34,23,13,39,12,Right,6'3
59,21,€1K,66,55,172lbs,€170K,19,19,19,42,24,Right,6'0
67,11,€20K,67,65,168lbs,€625K,28,23,12,33,37,Right,6'1
60,5,€500,74,55,146lbs,€325K,16,12,12,19,53,Right,6'2
67,11,€7K,67,60,198lbs,€650K,24,21,15,34,52,Right,6'3
68,12,€10K,68,69,192lbs,€750K,28,20,15,36,67,Left,6'2
60,15,€1K,72,54,165lbs,€275K,19,24,25,28,44,Right,6'1
66,17,€2K,67,64,185lbs,€575K,27,16,15,37,30,Right,6'1
70,11,€15K,70,65,212lbs,€775K,35,23,14,30,31,Right,6'3
68,17,€5K,68,64,190lbs,€750K,28,25,15,32,40,Right,6'4
70,15,€15K,72,58,163lbs,€1.3M,28,24,15,32,18,Right,6'1
74,13,€30K,74,65,201lbs,€2.5M,32,19,16,24,35,Right,6'4
81,11,€30K,83,82,176lbs,€16.5M,26,19,10,34,53,Right,6'3
71,10,€7K,71,69,174lbs,€1.4M,29,17,20,38,17,Right,6'0
66,13,€6K,66,48,203lbs,€500K,30,20,12,37,33,Right,6'4
59,15,€2K,71,56,165lbs,€250K,20,36,21,35,16,Right,6'1
72,13,€1K,72,71,181lbs,€1.8M,29,18,16,30,46,Right,6'2
65,21,€3K,75,62,174lbs,€750K,20,25,12,26,33,Right,6'1
65,20,€3K,68,60,174lbs,€575K,22,30,16,31,32,Right,6'0
70,19,€3K,70,70,185lbs,€1.1M,27,13,12,32,57,Right,6'4
62,11,€2K,65,54,207lbs,€300K,22,28,20,22,40,Right,6'4
70,15,€3K,74,63,183lbs,€1.4M,25,23,10,43,34,Right,6'2
72,14,€15K,72,65,205lbs,€1.5M,33,23,13,30,34,Right,6'4
72,19,€15K,72,64,209lbs,€1.2M,35,24,12,31,38,Right,6'6
57,18,€1K,71,49,154lbs,€220K,19,23,12,40,17,Right,6'0
73,18,€20K,73,64,198lbs,€2.1M,33,23,15,35,30,Right,6'0
68,14,€3K,68,67,168lbs,€700K,27,15,16,39,42,Right,6'2
62,16,€2K,72,48,168lbs,€400K,20,20,21,44,20,Right,6'1
68,13,€0,68,67,172lbs,€0,30,18,19,24,16,Right,5'11
64,11,€2K,64,59,181lbs,€375K,28,23,12,33,34,Right,6'1
77,12,€15K,80,73,198lbs,€7M,26,25,17,31,46,Left,6'7
54,18,€1K,61,54,187lbs,€90K,23,30,19,25,10,Right,6'3
63,16,€2K,63,65,176lbs,€250K,32,33,26,28,44,Right,6'2
70,10,€20K,70,65,172lbs,€230K,38,21,18,30,32,Right,6'1
65,13,€1K,65,70,194lbs,€230K,36,19,18,30,58,Right,6'2
63,11,€3K,63,51,165lbs,€275K,31,25,10,32,46,Right,5'10
66,12,€2K,72,66,172lbs,€725K,21,20,19,25,36,Right,5'11
68,12,€4K,75,65,194lbs,€1.1M,22,20,18,29,51,Right,6'3
73,29,€20K,76,73,192lbs,€3M,26,23,13,33,26,Right,6'2
71,7,€15K,71,71,187lbs,€1.2M,32,21,8,35,61,Left,6'2
73,15,€40K,73,75,185lbs,€2.4M,30,22,13,25,51,Right,6'3
72,12,€6K,74,61,194lbs,€2.1M,26,13,11,31,56,Right,6'2
72,13,€3K,72,66,172lbs,€1.7M,27,23,12,21,31,Right,6'1
58,29,€500,75,54,174lbs,€250K,19,26,27,25,28,Right,6'4
71,16,€3K,73,66,181lbs,€1.6M,26,15,17,31,31,Right,6'1
75,11,€10K,75,71,185lbs,€3.4M,30,16,13,35,38,Right,6'2
65,29,€1K,75,65,165lbs,€600K,18,23,20,29,38,Left,6'0
67,13,€6K,67,64,198lbs,€625K,29,12,15,41,29,Right,6'2
71,13,€20K,75,68,165lbs,€1.8M,25,25,12,34,52,Left,6'1
69,14,€6K,69,66,192lbs,€875K,29,24,16,30,32,Right,6'1
69,11,€20K,69,67,205lbs,€825K,30,22,15,32,35,Left,6'2
69,10,€3K,69,63,181lbs,€825K,30,23,15,34,28,Right,6'1
75,12,€15K,75,73,205lbs,€1.8M,36,15,14,26,58,Right,6'3
69,14,€6K,75,61,181lbs,€1.2M,22,21,16,37,45,Right,6'0
61,13,€2K,67,58,172lbs,€275K,23,23,19,30,44,Right,6'2
55,15,€1K,56,47,190lbs,€80K,26,33,22,34,32,Right,6'3
64,12,€3K,64,63,176lbs,€300K,33,21,21,36,23,Right,6'1
71,10,€5K,71,69,198lbs,€1.4M,29,24,11,39,48,Right,6'3
66,14,€2K,66,65,168lbs,€500K,30,23,15,21,43,Left,6'1
68,20,€2K,80,67,159lbs,€1.4M,20,15,15,38,50,Right,6'0
67,14,€7K,75,68,181lbs,€925K,23,34,18,20,48,Right,6'4
66,22,€1K,66,62,183lbs,€350K,35,21,23,20,36,Right,6'2
67,12,€3K,67,64,183lbs,€475K,34,16,16,34,36,Left,6'2
72,14,€5K,72,71,185lbs,€950K,36,23,14,36,36,Right,6'1
70,17,€10K,70,67,194lbs,€1.1M,31,15,12,31,50,Right,6'3
72,18,€15K,72,70,168lbs,€1.2M,35,20,11,33,33,Left,6'0
72,9,€9K,72,67,183lbs,€1.8M,28,21,8,34,71,Right,6'2
64,11,€7K,64,61,187lbs,€350K,31,27,11,42,59,Right,6'4
68,12,€4K,71,67,216lbs,€850K,27,20,19,35,14,Right,6'3
68,12,€500,68,62,190lbs,€750K,28,20,14,31,60,Right,6'2
60,18,€500,69,60,176lbs,€200K,18,12,16,36,47,Right,6'2
54,16,€1K,66,54,154lbs,€100K,18,20,15,30,13,Right,6'2
76,17,€15K,78,75,187lbs,€5.5M,25,21,11,34,16,Right,6'1
67,18,€3K,67,61,203lbs,€600K,27,21,15,25,42,Right,6'3
68,16,€20K,68,67,190lbs,€725K,29,15,11,38,14,Right,6'3
64,12,€3K,64,54,198lbs,€375K,28,25,11,37,37,Right,6'5
58,9,€1K,64,60,185lbs,€160K,22,27,12,41,51,Left,6'2
65,19,€2K,65,75,170lbs,€425K,30,25,18,25,44,Right,6'2
63,12,€1K,71,63,157lbs,€425K,20,23,19,31,31,Right,5'10
75,13,€7K,75,70,185lbs,€2.9M,33,16,16,41,30,Right,6'2
62,12,€2K,62,66,179lbs,€160K,35,21,14,33,18,Right,6'2
65,12,€2K,68,58,172lbs,€550K,25,22,13,43,34,Right,6'1
61,12,€3K,62,57,183lbs,€220K,26,23,11,28,18,Right,6'4
73,12,€15K,78,71,181lbs,€3.3M,24,14,12,35,20,Right,6'2
65,15,€5K,65,62,172lbs,€425K,31,19,14,27,44,Right,6'3
65,20,€4K,71,53,181lbs,€625K,22,18,17,33,13,Right,6'0
73,11,€15K,75,72,196lbs,€2.9M,26,17,11,38,45,Right,6'5
71,17,€9K,80,66,185lbs,€2.2M,21,22,16,30,50,Right,6'4
76,12,€30K,77,72,181lbs,€5M,29,22,12,32,40,Right,6'3
69,9,€3K,78,63,185lbs,€1.4M,21,28,15,33,51,Right,6'3
67,9,€15K,72,69,181lbs,€825K,24,21,9,31,71,Right,6'3
65,12,€3K,68,58,168lbs,€525K,27,25,21,34,13,Right,6'0
66,8,€7K,66,68,176lbs,€575K,24,21,9,33,67,Right,6'2
67,12,€6K,67,61,181lbs,€525K,33,30,12,36,26,Right,6'1
66,8,€6K,71,58,176lbs,€725K,23,23,14,30,37,Right,6'1
70,14,€2K,77,64,172lbs,€1.6M,22,25,18,39,41,Right,6'1
56,12,€500,65,67,150lbs,€110K,18,22,30,32,21,Right,5'10
68,21,€10K,72,65,207lbs,€925K,25,18,13,26,48,Right,6'4
66,20,€1K,76,45,203lbs,€775K,19,18,15,33,50,Right,6'8
73,11,€20K,73,69,181lbs,€2.5M,28,22,16,44,42,Right,6'3
